2019-06-25 11:18:18 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:19:32 INFO  LoginPage:82 - Entered password====>>Info@123 and object is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: //*[@id="password"]]
2019-06-25 11:19:32 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:19:32 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:19:33 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:19:33 INFO  LoginPage:82 - Entered login id====>>helloo and object is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: //*[@id="username"]]
2019-06-25 11:19:33 INFO  LoginPage:82 - Entered password====>>ift and object is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: //*[@id="password"]]
2019-06-25 11:19:55 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:19:55 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:19:55 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:19:56 INFO  LoginPage:82 - Entered login id====>>fp-ifttest and object is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: //*[@id="username"]]
2019-06-25 11:19:56 INFO  LoginPage:82 - Entered password====>>hhh and object is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: //*[@id="password"]]
2019-06-25 11:20:17 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:20:17 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:20:18 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:20:18 INFO  LoginPage:82 - Entered login id====>>ffffg and object is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: //*[@id="username"]]
2019-06-25 11:20:18 INFO  LoginPage:82 - Entered password====>>fffff and object is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: //*[@id="password"]]
2019-06-25 11:20:39 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:20:39 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:20:40 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:20:40 INFO  LoginPage:82 - Entered login id====>>fp-ifttest and object is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: //*[@id="username"]]
2019-06-25 11:20:40 INFO  LoginPage:82 - Entered password====>>iftt and object is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: //*[@id="password"]]
2019-06-25 11:21:02 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (338bd0dffe1ca16af1d5e48ba1541564)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:21:02 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:21:03 INFO  TestBase:295 - Browser closed
2019-06-25 11:21:04 INFO  TestBase:105 - creating object of firefox
2019-06-25 11:21:12 INFO  TestBase:119 - navigating tohttp://itlfmsv12.infotracktelematics.com/meiko/
2019-06-25 11:21:36 INFO  TestBase:122 - Window Maximized
2019-06-25 11:21:36 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:21:36 INFO  LoginPage:82 - Entered login id====>>Demo and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="username"]]
2019-06-25 11:21:36 INFO  LoginPage:82 - Entered password====>> and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="password"]]
2019-06-25 11:21:36 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:21:37 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:21:37 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:21:37 INFO  LoginPage:82 - Entered login id====>> and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="username"]]
2019-06-25 11:21:37 INFO  LoginPage:82 - Entered password====>> and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="password"]]
2019-06-25 11:21:37 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:21:37 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:21:37 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:21:37 INFO  LoginPage:82 - Entered login id====>> and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="username"]]
2019-06-25 11:21:37 INFO  LoginPage:82 - Entered password====>>Info@123 and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="password"]]
2019-06-25 11:21:38 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:21:38 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:21:38 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:21:38 INFO  LoginPage:82 - Entered login id====>>helloo and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="username"]]
2019-06-25 11:21:38 INFO  LoginPage:82 - Entered password====>>ift and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="password"]]
2019-06-25 11:22:00 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:22:00 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:22:00 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:22:00 INFO  LoginPage:82 - Entered login id====>>fp-ifttest and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="username"]]
2019-06-25 11:22:00 INFO  LoginPage:82 - Entered password====>>hhh and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="password"]]
2019-06-25 11:22:22 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:22:22 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:22:22 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:22:22 INFO  LoginPage:82 - Entered login id====>>ffffg and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="username"]]
2019-06-25 11:22:22 INFO  LoginPage:82 - Entered password====>>fffff and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="password"]]
2019-06-25 11:22:44 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:22:44 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:22:44 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:22:44 INFO  LoginPage:82 - Entered login id====>>fp-ifttest and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="username"]]
2019-06-25 11:22:44 INFO  LoginPage:82 - Entered password====>>iftt and object is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: //*[@id="password"]]
2019-06-25 11:23:06 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (97efaceb-71e3-4672-ba75-27df7589d9c9)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:23:06 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:23:07 INFO  TestBase:295 - Browser closed
2019-06-25 11:23:07 INFO  TestBase:112 - creating object of IE
2019-06-25 11:23:12 INFO  TestBase:119 - navigating tohttp://itlfmsv12.infotracktelematics.com/meiko/
2019-06-25 11:23:29 INFO  TestBase:122 - Window Maximized
2019-06-25 11:23:29 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:23:30 INFO  LoginPage:82 - Entered login id====>>Demo and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="username"]]
2019-06-25 11:23:31 INFO  LoginPage:82 - Entered password====>> and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="password"]]
2019-06-25 11:23:31 INFO  LoginPage:82 - Clicked on submit button is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:23:31 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:23:32 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:23:32 INFO  LoginPage:82 - Entered login id====>> and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="username"]]
2019-06-25 11:23:33 INFO  LoginPage:82 - Entered password====>> and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="password"]]
2019-06-25 11:23:33 INFO  LoginPage:82 - Clicked on submit button is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:23:33 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:23:33 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:23:34 INFO  LoginPage:82 - Entered login id====>> and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="username"]]
2019-06-25 11:23:34 INFO  LoginPage:82 - Entered password====>>Info@123 and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="password"]]
2019-06-25 11:23:35 INFO  LoginPage:82 - Clicked on submit button is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:23:35 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:23:35 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:23:35 INFO  LoginPage:82 - Entered login id====>>helloo and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="username"]]
2019-06-25 11:23:36 INFO  LoginPage:82 - Entered password====>>ift and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="password"]]
2019-06-25 11:23:53 INFO  LoginPage:82 - Clicked on submit button is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:23:53 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:23:53 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:23:54 INFO  LoginPage:82 - Entered login id====>>fp-ifttest and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="username"]]
2019-06-25 11:23:54 INFO  LoginPage:82 - Entered password====>>hhh and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="password"]]
2019-06-25 11:24:09 INFO  LoginPage:82 - Clicked on submit button is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:24:09 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:24:09 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:24:10 INFO  LoginPage:82 - Entered login id====>>ffffg and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="username"]]
2019-06-25 11:24:10 INFO  LoginPage:82 - Entered password====>>fffff and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="password"]]
2019-06-25 11:24:25 INFO  LoginPage:82 - Clicked on submit button is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:24:25 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:24:25 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:24:26 INFO  LoginPage:82 - Entered login id====>>fp-ifttest and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="username"]]
2019-06-25 11:24:26 INFO  LoginPage:82 - Entered password====>>iftt and object is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: //*[@id="password"]]
2019-06-25 11:24:27 INFO  LoginPage:82 - Clicked on submit button is[[InternetExplorerDriver: internet explorer on WINDOWS (4cba30dd-7caf-4f2d-ac85-afb8a1fd2c37)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:24:27 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:24:28 INFO  TestBase:295 - Browser closed
2019-06-25 11:29:49 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:29:49 INFO  LoginPage:82 - Entered login id====>>Demo and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="username"]]
2019-06-25 11:29:49 INFO  LoginPage:82 - Entered password====>> and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="password"]]
2019-06-25 11:29:49 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:29:49 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:29:50 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:29:50 INFO  LoginPage:82 - Entered login id====>> and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="username"]]
2019-06-25 11:29:50 INFO  LoginPage:82 - Entered password====>> and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="password"]]
2019-06-25 11:29:50 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:29:51 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:29:51 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:29:51 INFO  LoginPage:82 - Entered login id====>> and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="username"]]
2019-06-25 11:29:51 INFO  LoginPage:82 - Entered password====>>Info@123 and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="password"]]
2019-06-25 11:29:52 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:29:52 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:29:52 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:29:52 INFO  LoginPage:82 - Entered login id====>>helloo and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="username"]]
2019-06-25 11:29:53 INFO  LoginPage:82 - Entered password====>>ift and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="password"]]
2019-06-25 11:30:14 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:30:14 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:30:15 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:30:15 INFO  LoginPage:82 - Entered login id====>>fp-ifttest and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="username"]]
2019-06-25 11:30:15 INFO  LoginPage:82 - Entered password====>>hhh and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="password"]]
2019-06-25 11:30:37 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:30:37 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:30:38 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:30:38 INFO  LoginPage:82 - Entered login id====>>ffffg and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="username"]]
2019-06-25 11:30:38 INFO  LoginPage:82 - Entered password====>>fffff and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="password"]]
2019-06-25 11:30:59 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:30:59 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:31:00 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:31:00 INFO  LoginPage:82 - Entered login id====>>fp-ifttest and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="username"]]
2019-06-25 11:31:00 INFO  LoginPage:82 - Entered password====>>iftt and object is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: //*[@id="password"]]
2019-06-25 11:31:22 INFO  LoginPage:82 - Clicked on submit button is[[ChromeDriver: chrome on XP (e1f1facd25b4f7d7a20f78b049eb5a8e)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:31:22 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:31:23 INFO  TestBase:295 - Browser closed
2019-06-25 11:31:24 INFO  TestBase:105 - creating object of firefox
2019-06-25 11:31:32 INFO  TestBase:119 - navigating tohttp://itlfmsv12.infotracktelematics.com/meiko/
2019-06-25 11:31:54 INFO  TestBase:122 - Window Maximized
2019-06-25 11:31:54 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:31:54 INFO  LoginPage:82 - Entered login id====>>Demo and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="username"]]
2019-06-25 11:31:54 INFO  LoginPage:82 - Entered password====>> and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="password"]]
2019-06-25 11:31:55 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:31:55 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:31:55 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:31:55 INFO  LoginPage:82 - Entered login id====>> and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="username"]]
2019-06-25 11:31:55 INFO  LoginPage:82 - Entered password====>> and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="password"]]
2019-06-25 11:31:55 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:31:55 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:31:55 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:31:55 INFO  LoginPage:82 - Entered login id====>> and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="username"]]
2019-06-25 11:31:55 INFO  LoginPage:82 - Entered password====>>Info@123 and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="password"]]
2019-06-25 11:31:56 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:31:56 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:31:56 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:31:56 INFO  LoginPage:82 - Entered login id====>>helloo and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="username"]]
2019-06-25 11:31:56 INFO  LoginPage:82 - Entered password====>>ift and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="password"]]
2019-06-25 11:32:18 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:32:18 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:32:18 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:32:18 INFO  LoginPage:82 - Entered login id====>>fp-ifttest and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="username"]]
2019-06-25 11:32:18 INFO  LoginPage:82 - Entered password====>>hhh and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="password"]]
2019-06-25 11:32:39 INFO  LoginPage:82 - Clicked on submit button is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: /html/body/div[2]/form[1]/div[6]/button]
2019-06-25 11:32:40 INFO  TestBase:155 - =========>Finished verify login
2019-06-25 11:32:40 INFO  TestBase:155 - =========>Started verify login
2019-06-25 11:32:40 INFO  LoginPage:82 - Entered login id====>>ffffg and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="username"]]
2019-06-25 11:32:40 INFO  LoginPage:82 - Entered password====>>fffff and object is[[FirefoxDriver: firefox on WINDOWS (70de42d6-45b6-4f85-b456-a71e2ea783be)] -> xpath: //*[@id="password"]]
